Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
2014-10-03,2014,USA,California,M,,,False,14,Tarde,Blanco,"No injury to occupant, shark/s holded  kayak"
2014-10-03,2014,USA,California,M,,,False,11,Mañana,Blanco,"No injury to occupant, shark/s holded  kayak"
2014-10-02,2014,USA,California,M,28,,False,17,Tarde,,Lacerations to knee
2014-10-02,2014,AUSTRALIA,Western Australia,M,23,,False,11,Mañana,Blanco,"Left arm & right hand severed, lacerations to both legs"
2014-09-21,2014,USA,Florida,M,,,False,11,Mañana,,Minor injury to left foot
,2014,FRENCH POLYNESIA,Moorea,F,36,,False,,,,Thumb & finger nipped
2014-09-13,2014,USA,California,M,,,,18,Tarde,,"A hoax, no shark involvement"
2014-09-09,2014,AUSTRALIA,New South Wales,M,50,,True,10,Mañana,,FATAL
2014-09-06,2014,USA,Alabama,M,43,,False,13,Tarde,Toro,Leg bitten
2014-09-03,2014,USA,Massachusetts,F,,,False,18,Tarde,Blanco,"No injury, shark bit kayak"
2014-09-02,2014,USA,Florida,M,52,,False,20,Noche,,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT
2014-09-01,2014,SPAIN,Catalonia,M,16,,False,,,,Lacerations to right hand
2014-08-31,2014,USA,Florida,F,13,,False,16,Tarde,,Injury to left calf
2014-08-29,2014,USA,Florida,M,17,,False,,,,Lacerations to shin
2014-08-29,2014,USA,Florida,NAN,,,,16,Tarde,,Shark involvement not confirmed
2014-08-28,2014,USA,Maryland,M,33,,False,,,,Lacerations to foot by hooked shark PROVOKED INCIDENT
2014-08-27,2014,SPAIN,Alicante,F,,,False,,,,Minor lacerations to posterior lower leg
2014-08-27,2014,USA,North Carolina,M,29,,False,,,,Laceration to left hand
2014-08-27,2014,USA,South Carolina,F,,,False,15,Tarde,,Heel bitten
,2014,USA,Florida,M,,,False,,,Toro,Lacerations to forearm from hooked shark PROVOKED INCIDENT
2014-08-24,2014,USA,North Carolina,NAN,,,False,,,,Laceration to left foot
2014-08-16,2014,AUSTRALIA,Western Australia,M,31,,False,,,,Lacerations to face and neck
2014-08-12,2014,USA,Florida,M,,,False,11,Mañana,Toro,Puncture wounds and lacerations to left thigh and knee
2014-08-10,2014,USA,Florida,M,26,,False,,,,Puncture wounds & lacerations to foot
2014-08-09,2014,BAHAMAS,,M,,,False,,,Toro,Puncture wounds to right foot and ankle
2014-08-09,2014,USA,Florida,F,10,,False,13,Tarde,,Puncture wounds to right foot & ankle
2014-08-08,2014,USA,Louisiana,M,7,,False,,,Toro,Minor lacerations to left heel and big toe
2014-08-06,2014,USA,South Carolina,M,10,,False,14,Tarde,,Lacerations to right leg & foot
2014-08-05,2014,USA,Florida,F,45,,False,,,,Lacerations to  foot
2014-08-02,2014,USA,Florida,M,,,False,,,,Foot bitten
2014-08-02,2014,USA,Florida,M,8,,False,13,Tarde,,Laceration to ankle
2014-08-01,2014,SOUTH AFRICA,Western Cape Province,M,20,,False,14,Tarde,Blanco,Lower limbs & thigh bitten
2014-08-01,2014,,,M,,,,,,,Shark involvement prior to death not confirmed
2014-07-27,2014,USA,North Carolina,M,,,False,,,Tigre,Left foot bitten
2014-07-22,2014,REUNION,Saint-Leu,M,51,,False,15,Tarde,,Lacerations to right wrist & calf
2014-07-21,2014,USA,Florida,M,8,,False,,,,Lacerations to right knee
2014-07-20,2014,SPAIN,Canary Islands,NAN,,,False,,,,Minor injury
2014-07-16,2014,USA,Hawaii,M,61,,False,17,Tarde,,Lacerations to left foot
2014-07-14,2014,USA,Florida,M,39,,False,14,Tarde,,Puncture wounds to foot
2014-07-13,2014,BAHAMAS,West End,M,63,,,,,,"Missing after a dive, shark involvement considered probable, but not confirmed"
2014-07-12,2014,USA,North Carolina,M,,,False,,,,Lacerations to hand and wrist
2014-07-09,2014,USA,Florida,M,14,,False,14,Tarde,,Lacerations to foot
2014-07-05,2014,USA,California,M,,,False,9,Mañana,Blanco,PROVOKED INCIDENT Torso bitten by shark hooked by an angler
2014-07-05,2014,USA,California,M,,,False,7,Mañana,,"No injury, surboard bitten"
2014-07-03,2014,USA,South Carolina,M,19,,False,18,Tarde,,Right hand bitten
,2014,ST. MARTIN,,M,48,,False,,,,His boat was holed by a shark
2014-06-25,2014,BAHAMAS,Abaco Islands,M,42,,False,13,Tarde,,No injury but shark took his pole spear
2014-06-18,2014,AUSTRALIA,South Australia,M,,,False,17,Tarde,,"No injury, surfboard 'attacked'"
2014-06-18,2014,AUSTRALIA,South Australia,M,15,,False,17,Tarde,,Lacerations to knee
,2014,AUSTRALIA,Western Australia,M,,,False,,,,Lacerations to right hand by captive shark PROVOKED INCIDENT
2014-06-09,2014,BRAZIL,,M,43,,False,,,,Severe injury to arm
2014-06-09,2014,USA,Delaware,M,16,,False,17,Tarde,,"Abrasion to right hand, lacerations to left forearm"
2014-06-09,2014,AUSTRALIA,South Australia,M,39,,False,9,Mañana,,Minor injury to torso
2014-06-08,2014,JAPAN,Atsumi peninsula,M,43,,False,,,,Left arm bitten
2014-06-07,2014,USA,Texas,F,14,,False,,,,Shallow lacerations & puncture wounds below shoulder
2014-06-01,2014,USA,Florida,F,22,,False,13,Tarde,Toro,Laceration to right lower leg
2014-06-01,2014,AUSTRALIA,New South Wales,M,,,False,,,,Lacerations & puncture wounds to ankle and foot
2014-06-01,2014,USA,Palmyra Atoll,F,37,,False,,,,Laceration to left hand
2014-05-24,2014,AUSTRALIA,Queensland,F,29,,False,,,Toro,Lacerations to legs
2014-05-23,2014,FRANCE,Wallis and Futuna,M,,,False,,,,Lacerations to left thigh and hip
2014-05-22,2014,AUSTRALIA,New South Wales,M,10,,False,,,,Cut to tip of finger by a captive shark PROVOKED INCIDENT
2014-05-15,2014,USA,Florida,F,38,,False,11,Mañana,,Calf bitten
2014-05-14,2014,AUSTRALIA,South Australia,M,35,,False,9,Mañana,Blanco,"No injury, but surfboard severely damaged"
2014-05-13,2014,USA,Florida,F,44,,False,11,Mañana,,Lacerations and puncture wounds to right foot
2014-05-11,2014,USA,Georgia,M,12,,False,,,,Puncture wounds to right thigh
,2014,USA,Florida,M,,,,,,,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear"
2014-05-06,2014,USA,South Carolina,F,40,,False,15,Tarde,,Lacerations to left foot
2014-05-04,2014,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,,4-inch laceration to arm
2014-05-01,2014,USA,Florida,M,23,,False,15,Tarde,,Laceration to right hand and cuts on fingertips
2014-04-24,2014,AUSTRALIA,Western Australia,M,,,False,,,,Minor injury
2014-04-22,2014,USA,Florida,M,42,,False,15,Tarde,,Laceration & puncture wounds to right foot
2014-04-15,2014,USA,Florida,M,25,,False,9,Mañana,,Minor lacerations to left foot
,2014,SOUTH AFRICA,,NAN,,,False,,,Blanco,"No injury to occupants, shark bit pontoon"
2014-04-12,2014,SOUTH AFRICA,Eastern Cape Province,M,,,False,,,,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT
2014-04-04,2014,USA,Florida,M,13,,False,13,Tarde,,Minor puncture wounds to lower left leg
2014-04-04,2014,USA,Florida,M,14,,False,13,Tarde,,Lacerations to foot
2014-04-03,2014,AUSTRALIA,New South Wales,F,63,,True,8,Mañana,Blanco,FATAL
2014-03-29,2014,AUSTRALIA,Western Australia,M,38,,,13,Tarde,,Shark bites may have been post mortem
2014-03-22,2014,SOUTH AFRICA,Eastern Cape Province,M,66,,True,15,Tarde,,FATAL
2014-03-22,2014,USA,Florida,M,,,False,,,,Lacerations to left forearm
2014-03-21,2014,USA,Florida,M,9,,False,,,,Lacerations to toes and heel of right foot
2014-03-18,2014,NEW CALEDONIA,Baie de Sainte-Marie,M,42,,False,17,Tarde,,Lacerations to calf
2014-03-18,2014,AUSTRALIA,Victoria,M,42,,False,,,,Shark leapt onto surfboard; surfer uninjured 
2014-03-18,2014,AUSTRALIA,New South Wales,F,10,,,17,Tarde,,"Injuries to wrist/hand by a mackerel, not a shark"
2014-03-12,2014,AUSTRALIA,New South Wales,M,,,False,18,Tarde,,Minor lacerations to foot
2014-03-13,2014,CAYMAN ISLANDS,,M,,,,,,,"Caribbean reef shark buzzed him. No injury, no attack. "
2014-03-02,2014,USA,Florida,M,21,,False,,,,Lacerations to toes
2014-02-20,2014,FRENCH POLYNESIA,Society Islands,M,21,,False,16,Tarde,,Lacerations to lower leg
,2014,PAPUA NEW GUINEA,,M,21,,False,,,,"No injury to occupants, hull bitten"
2014-02-08,2014,AUSTRALIA,South Australia,M,28,,True,12,Tarde,,FATAL
2014-02-07,2014,TRINIDAD & TOBAGO,Trinidad,M,,,False,,,,Possibly a PROVOKED INCIDENT
2014-02-07,2014,NEW ZEALAND,South Island,M,28,,False,20,Noche,,Lacerations to leg
2014-01-26,2014,AUSTRALIA,New South Wales,M,,,False,,,,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT
2014-01-25,2014,NEW ZEALAND,South Island,M,24,,False,,,,Minor injury to left lower leg & heel
2014-01-04,2014,JAPAN,Okinawa Prefecture,M,31,,False,,,,5 cm bite to left foot
2014-01-01,2014,USA,Hawaii,M,,,False,,,,"""Minor laceration to shoulder"""
2014-01-01,2014,NEW ZEALAND,,NAN,,,False,,,Blanco,"No injury to occupants, shark nudged and bit boat"
2013-12-25,2013,NEW CALEDONIA,North Province,M,37,,False,11,Mañana,Toro,Leg bitten
2013-12-16,2013,SOUTH AFRICA,Western Cape Province,M,19,,False,8,Mañana,Blanco,Injuries to left thigh
2013-12-13,2013,KIRIBATI,740 miles SE of Tarawa Atoll,M,35,,False,,,,Severe injury to arm
2013-12-11,2013,USA,Hawaii,M,29,,False,8,Mañana,Tigre,Lacerations to right hand & knee
2013-12-10,2013,USA,Florida,M,30,,False,14,Tarde,,Right foot bitten
2013-12-05,2013,AUSTRALIA,New South Wales,M,26,,False,18,Tarde,,"Puncture wounds to hand, laceration to leg"
2013-12-02,2013,USA,Hawaii,M,57,,True,9,Mañana,,FATAL
2013-11-30,2013,AUSTRALIA,New South Wales,M,19,,True,14,Tarde,Tigre,FATAL
2013-11-29,2013,USA,Hawaii,F,58,,False,13,Tarde,,Right calf bitten
2013-11-23,2013,AUSTRALIA,Western Australia,M,35,,True,9,Mañana,Blanco,FATAL
2013-11-22,2013,USA,Oregon,M,25,,False,10,Mañana,Blanco,"No injury, board bitten"
2013-11-12,2013,AUSTRALIA,Western Australia,M,,,False,15,Tarde,Blanco,"No injury, board bumped by shark"
2013-11-10,2013,BAHAMAS,,M,77,,False,11,Mañana,,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT
2013-11-07,2013,USA,New Jersey,M,16,,False,,,,"No injury, swim fin bitten"
2013-11-07,2013,USA,Florida,M,,,False,,,,Foot bitten
2013-10-31,2013,USA,Hawaii,M,46,,False,15,Tarde,Tigre,Severe bite to right calf & anklel
2013-10-28,2013,AUSTRALIA,Western Australia,F,60,,False,,,,Lacerations to right arm
2013-10-26,2013,REUNION,dÉtang-Salé,M,24,,False,16,Tarde,Toro,Right leg severed
2013-10-26,2013,AUSTRALIA,Western Australia,M,,,False,10,Mañana,Blanco,"No injury, swim fin shredded"
2013-10-24,2013,AUSTRALIA,New South Wales,M,41,,False,18,Tarde,,Injuries to right foot
2013-10-23,2013,USA,Hawaii,M,45,,False,15,Tarde,,"3"" laceration to left hip"
2013-10-20,2013,USA,Hawaii,M,25,,False,11,Mañana,Tigre,"No injury, shark bit surfboard"
2013-10-19,2013,USA,Florida,M,6,,False,,,,Bitten on left calf & foot
2013-10-11,2013,SOUTH AFRICA,Eastern Cape Province,M,74,,True,11,Mañana,Blanco,FATAL
2013-10-08,2013,AUSTRALIA,Western Australia,M,55,,False,10,Mañana,Blanco,"Injuries to torso, head and face"
2013-10-06,2013,USA,California,M,45,,False,8,Mañana,Blanco,Laceration to thigh
2013-10-10,2013,USA,Florida,M,12,,False,15,Tarde,Toro,Lacerations to  right forearm
2013-09-29,2013,USA,Florida,M,50,,False,10,Mañana,,Lacerations to hand
2013-09-29,2013,ISRAEL,Southern District,M,27,,False,11,Mañana,,Hand bitten 
2013-09-25,2013,USA,Florida,M,7,,False,10,Mañana,,Laceration and puncture wounds to ankle
2013-09-21,2013,USA,Florida,M,45,,False,13,Tarde,,Lacerations to right foot
2013-09-21,2013,USA,Florida,M,,,False,,,,Lacerations to left foream
2013-09-14,2013,USA,Florida,M,21,,False,15,Tarde,Toro,Lacerations to right foot
2013-09-12,2013,USA,Florida,F,13,,False,13,Tarde,,Heel bitten
2013-09-08,2013,USA,South Carolina,F,,,,,,,No details
2013-09-07,2013,USA,Florida,M,43,,False,16,Tarde,,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT
2013-09-07,2013,USA,Florida,M,25,,False,16,Tarde,,"Minor injury, shin bitten"
2013-09-02,2013,USA,Florida,M,17,,False,13,Tarde,,Shoulder bitten
2013-09-01,2013,USA,Florida,M,3,,False,,,,Arm bitten by captive shark PROVOKED INCIDENT
2013-09-01,2013,BAHAMAS,,M,,,False,,,,Leg injured
2013-09-01,2013,USA,Florida,M,9,,False,12,Tarde,,Lacerations to left calf
2013-08-31,2013,BAHAMAS,,M,,,False,,,,Lower left leg bitten
2013-08-31,2013,USA,California,M,,,False,23,Noche,,Foot bitten
2013-08-29,2013,USA,California,F,47,,,,,,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish"
2013-08-26,2013,FRANCE,Bay of Biscay,M,50,,False,20,Noche,,Laceration to right arm from hooked shark  PROVOKED INCIDENT
2013-08-25,2013,USA,Florida,F,11,,False,17,Tarde,,Minor injury to left lower leg & heel
2013-08-25,2013,AUSTRALIA,New South Wales,M,,,False,15,Tarde,,Lacerations to left forearm
2013-08-18,2013,USA,Hawaii,M,16,,False,13,Tarde,,Lacerations to buttocks & thigh
2013-08-17,2013,USA,California,F,,,False,12,Tarde,Blanco,"No injury, shark bumped surfboard"
2013-08-14,2013,USA,Hawaii,F,20,,True,16,Tarde,Tigre,FATAL
2013-08-13,2013,USA,Hawaii,F,19,,False,13,Tarde,,No injury & not on board. Board adrift when bitten by shark
2013-08-11,2013,USA,South Carolina,M,10,,False,17,Tarde,Toro,"No injury, shark became entangled in his surfboard leash"
,2013,SOUTH AFRICA,,M,,,False,,,,"Unknown, but survived"
2013-08-05,2013,USA,Florida,M,17,,False,15,Tarde,Toro,Minor injury to foot & shin
2013-07-31,2013,USA,Hawaii,F,56,,False,8,Mañana,,"Lacerations to hand, face and torso"
2013-07-30,2013,USA,South Carolina,M,32,,False,,,,Foot bitten
2013-07-28,2013,BAHAMAS,Abaco Islands,M,40,,False,16,Tarde,,Leg bitten
2013-07-29,2013,MEXICO,Quintana Roo,F,,,False,11,Mañana,,Hip bitten
2013-07-29,2013,USA,Hawaii,M,18,,False,14,Tarde,Tigre,Lower leg bitten
2013-07-28,2013,BAHAMAS,Exuma Islands,M,64,,False,16,Tarde,,Bitten on left hand
2013-07-28,2013,BAHAMAS,Abaco Islands,M,50,,False,11,Mañana,,Bitten on rear lower extremities
2013-07-22,2013,BRAZIL,Pernambuco,F,18,,True,13,Tarde,,FATAL
2013-07-19,2013,USA,Alabama,F,50,,False,14,Tarde,,Lacerations and abrasions to foot and ankle
,2013,USA,Florida,M,,,False,,,,4 cuts to posterior calf
2013-07-15,2013,REUNION,Saint-Paul,F,15,,True,14,Tarde,,FATAL
2013-07-14,2013,DIEGO GARCIA,,M,33,,True,,,,FATAL
2013-07-11,2013,USA,North Carolina,F,63,,False,15,Tarde,,Right foot bitten
2013-07-07,2013,SPAIN,Catalonia,M,48,,,,,,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement"
2013-07-02,2013,AUSTRALIA,Victoria,M,29,,False,,,,"No injury, holes in wetsuit "
2013-06-30,2013,TAIWAN,Taitung ,M,,,False,,,,Right thigh bitten
2013-06-27,2013,JAMAICA,Kingston Parish,M,20,,,,,,Probable drowning with post-mortem bites
2013-06-25,2013,USA,California,M,,,False,15,Tarde,Blanco,"No injury, kayak scratched"
2013-06-25,2013,USA,Florida,M,,,False,,,Toro,Lacerations to left foot
2013-06-25,2013,USA,South Carolina,M,14,,False,12,Tarde,,"Bitten on lower right leg, reported as a minor injury"
2013-06-18,2013,USA,Hawaii,M,28,,False,12,Tarde,Tigre,Right thigh & calf bitten
2013-06-17,2013,USA,Texas,M,15,,False,14,Tarde,,Left leg & hand bitten
2013-06-16,2013,SOUTH AFRICA,Eastern Cape Province,M,,,False,,,,Lacerations to knee
2013-06-15,2013,USA,Florida,F,,,False,,,,Lacerations to left ankle
,2013,USA,South Carolina,F,10,,False,,,,Puncture marks to hand
2013-06-06,2013,USA,Florida,M,58,,False,,,,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT
2013-06-06,2013,AUSTRALIA,New South Wales,M,,,False,16,Tarde,,"No injury, board damaged"
2013-05-27,2013,USA,Hawaii,M,32,,False,,,,Lacerations to right hand
2013-05-27,2013,USA,Florida,M,11,,False,,,,Right foot bitten
2013-05-23,2013,BRAZIL,Pernambuco,M,41,,True,,,,FATAL
2013-05-23,2013,PALESTINIAN TERRITORIES,,M,30,,False,,,,Two fingers lost PROVOKED INCIDENT
2014-05-14,2013,ECUADOR,Santa Cruz Island,M,29,,False,12,Tarde,,Superficial injury to left calf
2013-05-08,2013,USA,California,M,42,,,,,,Shark bites were post-mortem
2013-05-08,2013,REUNION,Saint-Gilles,M,36,,True,8,Mañana,Toro,FATAL
2013-05-04,2013,USA,Florida,M,16,,False,11,Mañana,,Lacerations to left foot and ankle
2013-04-28,2013,AUSTRALIA,New South Wales,M,,,False,,,,Foot bitten by landed shark PROVOKED INCIDENT
2013-04-24,2013,MEXICO,Quintana Roo,F,34,,False,13,Tarde,Tigre,Avulsion injury  to lower right leg
2013-04-21,2013,AUSTRALIA,New South Wales,M,51,,False,14,Tarde,,Puncture wounds and lacerations to both legs
2013-04-17,2013,USA,Florida,M,9,,False,10,Mañana,,Lacerations to right foot
2013-04-14,2013,SOUTH AFRICA,Western Cape Province,M,,,False,,,,"""Light scratch on hand/wrist area"""
2013-04-13,2013,USA,Florida,M,21,,False,13,Tarde,Toro,Minor lacerations to right hand
2013-04-13,2013,GUAM,,M,40,,True,,,,FATAL
2013-04-10,2013,FRENCH POLYNESIA,Tuamotus,M,53,,False,12,Tarde,,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds"
2013-04-04,2013,USA,Florida,M,50,,False,,,,Lacerations to hand
,2013,AUSTRALIA,Western Australia,M,24,,,,,,Disappeared. No evidence that he was taken by a shark
2013-04-02,2013,USA,Hawaii,M,58,,False,8,Mañana,,Right thigh bitten
2013-03-31,2013,AUSTRALIA,New South Wales,M,47,,,,,,Never happened; it was a  hoax
2013-03-29,2013,SEYCHELLES,,M,34,,False,,,,Lacerations to left foot
,2013,BELIZE,,F,,,False,,,,Toe injured
2013-03-21,2013,BAHAMAS,Eleuthera,M,50,,False,,,,Left foot bitten
2013-03-16,2013,SOUTH AFRICA,Western Cape Province,M,30,,False,9,Mañana,,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT
2013-03-16,2013,SOUTH AFRICA,Western Cape Province,M,,,False,,,,"No injury, surfboard bitten"
2013-03-12,2013,JAMAICA,St. Catherine,M,68,,True,9,Mañana,Tigre,FATAL
2013-03-10,2013,AUSTRALIA,Western Australia,M,28,,False,9,Mañana,,Laceration to left hand
2013-03-10,2013,PHILIPPINES,Palawan,M,,,False,,,,Minor leg injuries
2013-03-03,2013,SOUTH AFRICA,Eastern Cape Province,M,39,,False,,,,Injuries to arms & hands
2013-02-27,2013,NEW ZEALAND,North Island,M,46,,True,13,Tarde,Blanco,FATAL
2013-02-21,2013,USA,Hawaii,NAN,,,False,18,Tarde,,Lacerations to right leg
2013-02-21,2013,USA,Hawaii,M,,,False,18,Tarde,,"No injury, shark bit rail of foam board"
2013-02-10,2013,USA,Florida,M,16,,False,14,Tarde,,Lacerations to right hand
2013-02-09,2013,FRENCH POLYNESIA,Society Islands,M,48,,False,9,Mañana,,Lacerations to right arm & thigh
2013-02-01,2013,JAMAICA,Kingston Parish,M,18,,False,,,,Knee bitten
2013-01-26,2013,AUSTRALIA,Victoria,M,,,False,,,Blanco,"No injury to occupants, shark bit propeller"
2013-01-25,2013,AUSTRALIA,Queensland,M,,,False,,,,Lacerations to neck
,2013,AUSTRALIA,Queensland,M,62,,,,,,"No injury, a 3 m blue shark merely snapped at the man."
2013-01-16,2013,USA,Hawaii,M,43,,False,16,Tarde,Tigre,Left forearm bitten 
2013-01-13,2013,NEW ZEALAND,Mercury Islands,M,,,False,,,,Minor cut on finger
2013-01-05,2013,AUSTRALIA,Western Australia,M,26,,False,10,Mañana,,Calf & shin bitten 
2012-12-31,2012,USA,Florida,M,,,False,14,Tarde,,Lower leg or ankle bitten
2012-12-30,2012,AUSTRALIA,New South Wales,M,23,,False,12,Tarde,,"No injury, chunk missing from surfboard"
2012-12-28,2012,AUSTRALIA,New South Wales,M,29,,False,10,Mañana,Toro,Lacerations to thigh and hand
2012-12-25,2012,SOUTH AFRICA,Eastern Cape Province,M,20,,True,,,Tigre,FATAL
2012-12-19,2012,AUSTRALIA,Western Australia,M,32,,False,8,Mañana,Tigre,No injury
2012-12-05,2012,USA,Hawaii,M,60,,False,13,Tarde,,Lacerations to left foot
2012-12-02,2012,AUSTRALIA,New South Wales,M,31,,False,16,Tarde,Tigre,Minor puncture wounds to knee
2012-12-01,2012,NEW ZEALAND,South Island,F,25,,False,,,,"No injury, shark grabbed hood"
2012-11-30,2012,USA,Hawaii,M,61,,False,9,Mañana,Tigre,Lacerations to thigh & lower left leg
2012-11-27,2012,AUSTRALIA,Queensland,M,20,,,14,Tarde,,"Injury to ankle caused  by a stingray, not a shark"
2012-11-22,2012,MEXICO,Sinaloa,M,32,,True,11,Mañana,,FATAL
2012-11-19,2012,USA,Florida,M,14,,False,17,Tarde,,Minor lacerations to left foot & heel
2012-11-04,2012,USA,Hawaii,M,30,,False,8,Mañana,Tigre,Right lower leg and foot bitten
2012-11-04,2012,USA,Hawaii,M,43,,False,8,Mañana,Tigre,"No injury, surfboard bitten"
2012-10-30,2012,USA,California,M,25,,False,12,Tarde,Blanco,Multiple lacerations to torso
2012-10-27,2012,USA,Hawaii,F,51,,False,15,Tarde,Tigre,"Puncture wounds to thigh, defense wounds  to hand"
2012-10-23,2012,USA,California,M,39,,True,11,Mañana,Blanco,FATAL
2012-10-19,2012,USA,Florida,F,35,,False,,,,Left calf bitten
2012-10-18,2012,USA,Florida,M,24,,False,10,Mañana,,Minor bite to ankle
2012-10-18,2012,USA,Hawaii,M,55,,False,7,Mañana,,"No injury, board bitten"
2012-10-16,2012,USA,Florida,M,,,,17,Tarde,,Laceration to toe
,2012,NIGERIA,Delta,F,38,,False,,,,Laceration to right leg
2012-10-10,2012,USA,California,M,42,,False,18,Tarde,,"No ijnury to boardrider, shark struck board breaking the mast"
2012-10-02,2012,AUSTRALIA,Western Australia,M,11,,False,12,Tarde,,"No injury, but swim fin bitten & torn"
2012-09-25,2012,USA,Florida,M,21,,False,16,Tarde,,Lacerations to left forearm
2012-09-24,2012,USA,Florida,M,22,,False,,,,Left foot bitten
2012-09-16,2012,USA,Florida,M,52,,False,15,Tarde,,Foot bitten
2012-09-10,2012,TONGA,Vava'u,F,29,,False,,,Toro,Injuries to thighs & buttocks
2012-09-09,2012,USA,Florida,NAN,19,,False,14,Tarde,,Minor injury to elbow
2012-09-08,2012,USA,Florida,M,25,,False,12,Tarde,,Right foot bitten
2012-09-08,2012,USA,Florida,M,,,False,,,,Lacerations to right calf
2012-09-06,2012,USA,Florida,M,,,False,,,,Right calf bitten
2012-09-06,2012,USA,Florida,M,37,,False,11,Mañana,,Lacerations to foot
2012-09-04,2012,USA,Florida,M,32,,False,7,Mañana,,Puncture wounds to hand
2012-09-02,2012,USA,Florida,F,8,,False,18,Tarde,,Puncture wounds to calf and hand
2012-09-02,2012,USA,Hawaii,NAN,,,False,12,Tarde,Tigre,Minor laceration to hand  PROVOKED INCIDENT
2012-09-02,2012,USA,Florida,F,56,,False,16,Tarde,,Puncture wound to left ankle
2012-08-31,2012,SCOTLAND,Inner Hebrides,M,53,,False,,,,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT"
2012-08-28,2012,AUSTRALIA,Western Australia,M,34,,False,15,Tarde,,Lacerations to torso and arm
2012-08-26,2012,BRAZIL,Pernambuco,M,18,,True,,,,FATAL
2012-08-15,2012,USA,Alabama,M,31,,False,,,,Lacerations to leg
2012-08-11,2012,AUSTRALIA,Western Australia,NAN,,,False,12,Tarde,,"No injury, shark grabbed outboard motor"
2012-08-08,2012,USA,Florida,M,56,,False,16,Tarde,,Lacerations to little finger of left hand
2012-08-06,2012,REUNION,Saint Leu,M,39,,False,17,Tarde,Toro,Right hand and foot severed
2012-08-04,2012,FRENCH POLYNESIA,Tuamotus,M,,,False,,,,Shoulder bitten
2012-07-31,2012,USA,California,M,17,,False,6,Mañana,,"No injury, surfer knocked off board when shark struck surfboard"
2012-07-31,2012,AUSTRALIA,South Australia,M,48,,False,14,Tarde,Blanco,Lacerations to torso & arm
2012-07-30,2012,USA,Hawaii,M,44,,False,16,Tarde,,Left foot bitten
2012-07-30,2012,USA,Massachusetts,M,50,,False,15,Tarde,Blanco,Lacerations to both legs below the knees
2012-07-24,2012,USA,North Carolina,M,12,,,11,Mañana,,Shark involvement unconfirmed
2012-07-23,2012,REUNION,Trois-Bassins,M,22,,True,16,Tarde,,FATAL
2012-07-21,2012,TRINIDAD & TOBAGO,Trinidad,M,24,,,,,,Probable drowning with post-mortem bite
2012-07-19,2012,CANADA,British Colombia,F,23,,,,,,"Lacerations to 2 fingers, but shark involvement unconfirmed"
2012-07-14,2012,AUSTRALIA,Western Australia,M,24,,True,9,Mañana,Blanco,FATAL
2012-07-08,2012,USA,North Carolina,F,43,,False,17,Tarde,,Lacerations to right ankle and calf
2012-07-07,2012,BAHAMAS,Eleuthera,M,,,False,,,,Lacerations to right leg
2012-07-07,2012,AUSTRALIA,Victoria,F,42,,,15,Tarde,,Cause of death was drowning & preceded shark involvement
2012-07-07,2012,USA,California,M,52,,False,8,Mañana,,"No injury, kayak bitten"
2012-07-06,2012,SOUTH AFRICA,Western Cape Province,M,29,,False,16,Tarde,,Lacerattions to left thigh & knee
,2012,CROATIA,,NAN,60,,,,,,"Leg struck. Initally reported as a shark attack, but involved a swordfish"
2012-06-26,2012,USA,Florida,M,6,,False,19,Noche,Toro,Thigh bitten
2012-06-26,2012,USA,Florida,M,26,,False,15,Tarde,,Nip to left foot
2012-06-26,2012,USA,Hawaii,F,16,,False,9,Mañana,,Laceration to left calf
2012-06-22,2012,AUSTRALIA,Tasmania,M,,,False,,,,"Knocked off board, shark bit nose off surfboard"
2012-06-22,2012,USA,Florida,M,12,,False,16,Tarde,,Minor injury
2012-06-20,2012,AUSTRALIA,Western Australia,M,62,,False,7,Mañana,,"No injury, ski severely damaged"
2012-06-19,2012,USA,South Carolina,M,16,,,,,,"Laceration to foot. Injured by a stingray, not a shark"
2012-06-18,2012,USA,North Carolina,F,6,,False,11,Mañana,,Numerous puncture wounds to leg 
2012-06-15,2012,USA,Florida,M,23,,False,14,Tarde,,Superficial injury to calf by hooked shark PROVOKED ACCIDENT
2012-06-14,2012,USA,South Carolina,F,18,,False,,,,Foot & hand bitten
2012-06-14,2012,USA,South Carolina,M,,,False,,,,Minor injury
2012-06-14,2012,USA,South Carolina,M,,,False,,,,Calf bitten
2012-06-14,2012,USA,South Carolina,M,16,,False,13,Tarde,,Laceration to right foot
